序号,标题,分类路径,主要描述,网址
"296","[FAQ] How to Solve the Issue When Hard Drive Status Shows as ""Locked""","Application Guide > Storage > FAQ > [FAQ] How to Solve the Issue When Hard Drive Status Shows as ""Locked""","Problem DescriptionIn the Storage's Hard Drive page, the hard drive is shown as ""Locked"", and it cannot be formatted and used on the NAS.Problem DiagnosisWhy is the hard drive status indicated as ""Loc...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjI5NiIsICJjbGllbnRUeXBlIjogIiJ9"
"440","[FAQ] Insufficient Disk Space: Insert Additional Required Hard Drives into NAS Device","Application Guide > Storage > FAQ > [FAQ] Insufficient Disk Space: Insert Additional Required Hard Drives into NAS Device","ProblemWhen inserting a hard drive with existing data into UGREEN NAS for use as external storage, the system may prompt: ""Insufficient disk space. Please insert additional required hard drives into t...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ0MCIsICJjbGllbnRUeXBlIjogIiJ9"
"418","[FAQ] The relationship between physical disks, storage pool, and storage space","Application Guide > Storage > FAQ > [FAQ] The relationship between physical disks, storage pool, and storage space","In the UGOS Pro system of UGREEN NAS, physical disks, storage pool, and storage space are the three core concepts for building and managing data storage. They are closely related, and understanding th...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQxOCIsICJjbGllbnRUeXBlIjogIiJ9"
"310","[FAQ] What is Data Erasure?","Application Guide > Storage > FAQ > [FAQ] What is Data Erasure?","What is Data Erasure?The Data Erasure feature is an advanced data clearing method that ensures the data on a storage device cannot be recovered. It goes beyond simply deleting files and instead uses a...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjMxMCIsICJjbGllbnRUeXBlIjogIiJ9"
"471","[FAQ] What to Do if the RAID Sync Speed is Slow in the Storage?","Application Guide > Storage > FAQ > [FAQ] What to Do if the RAID Sync Speed is Slow in the Storage?","Problem DescriptionWhen performing storage pool repairs, data reorganization, hard disk replacement, or RAID type changes in the UGOS Pro system, you may notice that the RAID synchronization task prog...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ3MSIsICJjbGllbnRUeXBlIjogIiJ9"
"344","[FAQ] why does my hard disk display a lower capacity than what is displayed on the label?","Application Guide > Storage > FAQ > [FAQ] why does my hard disk display a lower capacity than what is displayed on the label?","DescriptionWhen checking the hard disk capacity in Storage Manager, why does my hard disk display a lower capacity than what is displayed on the label?DiagnosisHard disk manufacturers calculate hard d...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjM0NCIsICJjbGllbnRUeXBlIjogIiJ9"
"420","[Tutorial] How to Add a Spare Hard Drive (Hot Spare) to a Storage Pool?","Application Guide > Storage > FAQ > [Tutorial] How to Add a Spare Hard Drive (Hot Spare) to a Storage Pool?","In the UGOS Pro system of UGREEN NAS, you can configure Hot Spare drives for your storage pool. When a drive in the storage pool fails or enters a critical state, the Hot Spare will automatically repl...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQyMCIsICJjbGllbnRUeXBlIjogIiJ9"
"498","[Tutorial] How to Choose the Right Storage Mode for UGREEN NAS?","Application Guide > Storage > FAQ > [Tutorial] How to Choose the Right Storage Mode for UGREEN NAS?","UGREEN NAS offers various storage modes, each with distinct characteristics in terms of performance, storage capacity, and reliability. This article provides an  of these storage modes, including thei...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ5OCIsICJjbGllbnRUeXBlIjogIiJ9"
"493","[Tutorial] How to Create Storage Pool and Volume?","Application Guide > Storage > FAQ > [Tutorial] How to Create Storage Pool and Volume?","A Storage Pool is a collection of hard drives managed through RAID technology, providing data protection and centralized storage resource management. A Volume is a logical storage unit created from a ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ5MyIsICJjbGllbnRUeXBlIjogIiJ9"
"439","[Tutorial] How to Mount a Hard Drive from Another UGREEN NAS Device as External Storage in UGOS Pro?","Application Guide > Storage > FAQ > [Tutorial] How to Mount a Hard Drive from Another UGREEN NAS Device as External Storage in UGOS Pro?","In the UGOS Pro operating system of UGREEN NAS, you can use hard drives as external storage for file reading and writing in scenarios such as data migration, data recovery, system maintenance, and bac...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQzOSIsICJjbGllbnRUeXBlIjogIiJ9"
"314","Hard Drive","Application Guide > Storage > Hard Drive","Applicable Version: UGOS Pro firmware 1.9.0.0062 and laterNote: The screenshots and interfaces in this document are for reference only. The actual display may vary depending on the system or applicati...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjMxNCIsICJjbGllbnRUeXBlIjogIiJ9"
"132","How to Choose the Right RAID Level for Your Needs","Application Guide > Storage > How to Choose the Right RAID Level for Your Needs","When setting up a NAS volume for the first time or expanding storage capacity, choosing the right RAID level is one of the most important decisions for users. RAID technology combines multiple indepen...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjEzMiIsICJjbGllbnRUeXBlIjogIiJ9"
"859","How to Fix the Issue Where Data Cannot Be Written Despite Available Free Space (Reclaim Storage Space)?","Application Guide > Storage > How to Fix the Issue Where Data Cannot Be Written Despite Available Free Space (Reclaim Storage Space)?","ApplicabilitySupported Platforms: UGREEN NAS PC Client and Web browser.Supported Versions: UGOS Pro firmware version 1.16.0.0042 or later.This document is for reference only. Actual interfaces and ope...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjg1OSIsICJjbGllbnRUeXBlIjogIiJ9"
"313","Storage","Application Guide > Storage > Storage","The ""Storage"" application is a core component of the NAS system. It supports viewing system storage status, creating and managing storage pools/volumes, and performing advanced maintenance operations ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjMxMyIsICJjbGllbnRUeXBlIjogIiJ9"
"221","Administrator Settings","Application Guide > Sync & Backup > Administrator Settings","Within ""Administrator Settings"" of the ""Sync & Backup"" application, administrators can perform a range of advanced management tasks to improve the efficiency and security of synchronization and backup...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjIyMSIsICJjbGllbnRUeXBlIjogIiJ9"
"681","Backup Between Storage Pools","Application Guide > Sync & Backup > Backup Between Storage Pools","In UGOS Pro’s ""Sync & Backup"" app, you can use the ""Backup Between Storage Pools"" feature to perform regular backups of important data between different storage pools, achieving data protection and en...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY4MSIsICJjbGllbnRUeXBlIjogIiJ9"
"169","Backup Rsync Server to UGREEN NAS","Application Guide > Sync & Backup > Backup Rsync Server to UGREEN NAS","To protect your data, backing up data from a remote rsync file server (such as UGREEN NAS) to a local UGREEN NAS is an effective method. By configuring regular backup tasks, you can ensure important f...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjE2OSIsICJjbGllbnRUeXBlIjogIiJ9"
"402","Backup This UGREEN NAS","Application Guide > Sync & Backup > Backup This UGREEN NAS","Backing up data from your local UGREEN NAS to a remote rsync file server is an effective way to safeguard your data. In the ""Sync & Backup"" interface, you can easily complete this task. The detailed s...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQwMiIsICJjbGllbnRUeXBlIjogIiJ9"
"514","Backup a Computer","Application Guide > Sync & Backup > Backup a Computer","Backing up a computer to UGREEN Cloud involves transferring files from the computer to the UGREEN NAS. This functionality requires the use of the UGREEN NAS Client.Create Backup Task1. In the [Back up...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjUxNCIsICJjbGllbnRUeXBlIjogIiJ9"
"401","Backup and Restoration","Application Guide > Sync & Backup > Backup and Restoration","In [Sync & Backup], backup is the process of copying data to another location to prevent data loss. Unlike synchronization, backup does not overwrite the original data. The primary goal of backup is t...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQwMSIsICJjbGllbnRUeXBlIjogIiJ9"
"237","Data Synchronization and Backup","Application Guide > Sync & Backup > Data Synchronization and Backup","The UGOS Pro system offers powerful data synchronization and backup features, making it easy to manage and protect your important data. With these tools, you can seamlessly synchronize data between lo...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjIzNyIsICJjbGllbnRUeXBlIjogIiJ9"
"400","Enable Version Retention","Application Guide > Sync & Backup > Enable Version Retention","Enabling the version retention feature is a key measure to prevent data conflicts, especially when multiple users are editing the same file simultaneously. By keeping multiple versions, you can mainta...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQwMCIsICJjbGllbnRUeXBlIjogIiJ9"
"679","Backup to External Hard Drive/USB Drive","Application Guide > Sync & Backup > FAQ > Backup to External Hard Drive/USB Drive","In the UGOS Pro system, the [Sync & Backup] app not only supports internal file synchronization and remote backup for NAS, but also provides the option to back up data to locally connected storage dev...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY3OSIsICJjbGllbnRUeXBlIjogIiJ9"
"501","How to Synchronize Data Between Two UGREEN NAS Devices?","Application Guide > Sync & Backup > FAQ > How to Synchronize Data Between Two UGREEN NAS Devices?","How to Synchronize Data Between Two UGREEN NAS Devices?In home or office scenarios, you may need to synchronize data between two UGREEN NAS devices. Using the ""Sync & Backup"" application in the UGOS P...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjUwMSIsICJjbGllbnRUeXBlIjogIiJ9"
"635","How to handle multiple conflict files generated during file sync or backup?","Application Guide > Sync & Backup > FAQ > How to handle multiple conflict files generated during file sync or backup?","Problem AnalysisThe user might be editing the file while it is being synced.Multiple users may be editing the file at the same time.SolutionGo to the sync or backup task page, locate the corresponding...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjYzNSIsICJjbGllbnRUeXBlIjogIiJ9"
"516","How to synchronize data between UGREEN NAS and a local computer?","Application Guide > Sync & Backup > FAQ > How to synchronize data between UGREEN NAS and a local computer?","In home or office environments, you may need to synchronize files across multiple devices. For example, you might want to keep data consistent between one or more computers and a UGREEN NAS device. In...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjUxNiIsICJjbGllbnRUeXBlIjogIiJ9"
"633","Solution for “Service Error” When Creating a Local Sync or Backup Task on the Computer","Application Guide > Sync & Backup > FAQ > Solution for “Service Error” When Creating a Local Sync or Backup Task on the Computer","Problem AnalysisThis issue may be caused by the following reasons:The syncSpace program might have been mistakenly identified as a virus or malware by antivirus software and thus was blocked or remove...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjYzMyIsICJjbGllbnRUeXBlIjogIiJ9"
"637","Task Center Upload/Download Transfer Speed Abnormality Troubleshooting Guide","Application Guide > Sync & Backup > FAQ > Task Center Upload/Download Transfer Speed Abnormality Troubleshooting Guide","Problem DescriptionWhen checking the file upload and download transfer speeds in the UGREEN NAS ""Task Center"" application, it is found that the upload/download speed is slow or the transfer fails.Solu...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjYzNyIsICJjbGllbnRUeXBlIjogIiJ9"
"634","When backing up UGREEN NAS to an Rsync server, the destination can be connected and the corresponding files can be seen, but cannot be clicked","Application Guide > Sync & Backup > FAQ > When backing up UGREEN NAS to an Rsync server, the destination can be connected and the corresponding files can be seen, but cannot be clicked","Problem AnalysisThe folder on the Rsync server is encrypted.The folder on the Rsync server does not have read/write permissions.SolutionYou need to enable read and write permissions for the folder on ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjYzNCIsICJjbGllbnRUeXBlIjogIiJ9"
"632","Why does the #SyncVersion folder appear when using the sync feature, and does it take up space?","Application Guide > Sync & Backup > FAQ > Why does the #SyncVersion folder appear when using the sync feature, and does it take up space?","Issue DescriptionWhen using the ""Sync & Backup"" feature to sync files from your local computer to the UGREEN NAS, a folder named #SyncVersion may appear on your computer if a file that is being synchr...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjYzMiIsICJjbGllbnRUeXBlIjogIiJ9"
